age (bin),Division,Name,Region,sex,State,age,Census 2000 Gender,CENSUS2000,ESTBASE2000,Number of Records,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006
55,Mountain,Montana,West,Female,30,57,4973,4973,4973,1,5060,4721,4816,4848,6406,6075,6531
55,Mountain,Montana,West,Female,30,58,4437,4437,4437,1,4518,5072,4746,4836,4876,6438,6147
55,Mountain,Montana,West,Female,30,59,4250,4250,4250,1,4286,4493,5047,4741,4840,4863,6442
60,Mountain,Montana,West,Female,30,60,3971,3971,3971,1,3995,4279,4483,5035,4761,4827,4875
60,Mountain,Montana,West,Female,30,61,3914,3914,3914,1,3914,3974,4276,4488,5051,4756,4863
60,Mountain,Montana,West,Female,30,62,3783,3783,3783,1,3823,3914,3983,4294,4524,5067,4821
60,Mountain,Montana,West,Female,30,63,3719,3719,3719,1,3740,3789,3896,3952,4285,4493,5063
60,Mountain,Montana,West,Female,30,64,3622,3622,3622,1,3622,3731,3787,3870,3951,4277,4501
65,Mountain,Montana,West,Female,30,65,3518,3518,3518,1,3533,3585,3682,3721,3826,3908,4219
65,Mountain,Montana,West,Female,30,66,3234,3234,3234,1,3251,3498,3526,3632,3669,3774,3843
65,Mountain,Montana,West,Female,30,67,3294,3294,3294,1,3261,3239,3463,3506,3613,3645,3743
65,Mountain,Montana,West,Female,30,68,3390,3390,3390,1,3381,3225,3185,3414,3465,3554,3576
65,Mountain,Montana,West,Female,30,69,3295,3295,3295,1,3245,3331,3164,3143,3361,3416,3504
70,Mountain,Montana,West,Female,30,70,3401,3401,3401,1,3411,3244,3292,3144,3127,3353,3412
70,Mountain,Montana,West,Female,30,71,3268,3268,3268,1,3254,3310,3146,3199,3041,3026,3243
70,Mountain,Montana,West,Female,30,72,3200,3200,3200,1,3172,3207,3257,3106,3142,2986,2987
70,Mountain,Montana,West,Female,30,73,3073,3073,3073,1,3083,3107,3127,3185,3024,3048,2880
70,Mountain,Montana,West,Female,30,74,2991,2991,2991,1,2969,3040,3059,3088,3136,2982,2996
75,Mountain,Montana,West,Female,30,75,2840,2840,2840,1,2826,2883,2950,2985,3002,3056,2909
75,Mountain,Montana,West,Female,30,76,2888,2888,2888,1,2906,2732,2758,2848,2883,2899,2955
75,Mountain,Montana,West,Female,30,77,2717,2717,2717,1,2736,2863,2695,2729,2819,2859,2862
75,Mountain,Montana,West,Female,30,78,2788,2788,2788,1,2752,2642,2767,2611,2658,2734,2775
75,Mountain,Montana,West,Female,30,79,2529,2529,2529,1,2565,2639,2534,2645,2502,2540,2607
80,Mountain,Montana,West,Female,30,80,2560,2560,2560,1,2615,2441,2524,2433,2536,2398,2440
80,Mountain,Montana,West,Female,30,81,2401,2401,2401,1,2381,2528,2340,2435,2331,2447,2311
80,Mountain,Montana,West,Female,30,82,2200,2200,2200,1,2257,2270,2394,2246,2322,2221,2330
80,Mountain,Montana,West,Female,30,83,2049,2049,2049,1,2058,2141,2125,2267,2131,2199,2105
80,Mountain,Montana,West,Female,30,84,1916,1916,1916,1,1937,1912,1980,1977,2107,1980,2057
85,Mountain,Montana,West,Female,30,85,10455,10455,10455,1,10561,10960,11228,11567,11883,12340,12526
0,Mountain,Nevada,West,Female,32,0,14075,14075,14075,1,14369,15309,15888,16219,17148,17749,18430
0,Mountain,Nevada,West,Female,32,1,14199,14199,14199,1,14232,14700,15635,16203,16668,17547,18169
0,Mountain,Nevada,West,Female,32,2,13926,13926,13926,1,14072,14572,15024,15945,16667,17052,17963
0,Mountain,Nevada,West,Female,32,3,14367,14367,14367,1,14439,14430,14926,15356,16427,17096,17476
0,Mountain,Nevada,West,Female,32,4,14450,14450,14450,1,14502,14809,14775,15263,15820,16840,17543
5,Mountain,Nevada,West,Female,32,5,14448,14448,14448,1,14588,14889,15172,15107,15744,16229,17283
5,Mountain,Nevada,West,Female,32,6,14387,14387,14387,1,14470,15029,15298,15556,15610,16197,16695
5,Mountain,Nevada,West,Female,32,7,14544,14544,14544,1,14564,14891,15423,15662,16052,16028,16647
5,Mountain,Nevada,West,Female,32,8,14730,14730,14730,1,14806,14960,15258,15770,16135,16458,16437
5,Mountain,Nevada,West,Female,32,9,14666,14666,14666,1,14685,15223,15338,15619,16261,16542,16880
10,Mountain,Nevada,West,Female,32,10,14686,14686,14686,1,14946,15088,15605,15687,16103,16670,16957
10,Mountain,Nevada,West,Female,32,11,13715,13715,13715,1,13927,15335,15446,15952,16155,16495,17077
10,Mountain,Nevada,West,Female,32,12,13238,13238,13238,1,13352,14326,15701,15796,16439,16550,16903
10,Mountain,Nevada,West,Female,32,13,12966,12966,12966,1,13124,13746,14698,16051,16278,16845,16950
10,Mountain,Nevada,West,Female,32,14,12965,12965,12965,1,13054,13536,14129,15069,16546,16697,17274
15,Mountain,Nevada,West,Female,32,15,12658,12658,12658,1,12871,13518,13960,14540,15604,17001,17167
15,Mountain,Nevada,West,Female,32,16,12342,12342,12342,1,12435,13314,13926,14342,15045,16035,17434
15,Mountain,Nevada,West,Female,32,17,12243,12243,12243,1,12308,12875,13699,14285,14796,15427,16424
15,Mountain,Nevada,West,Female,32,18,12060,12060,12060,1,12149,11545,11904,12542,13020,13378,13915
15,Mountain,Nevada,West,Female,32,19,11998,11998,11998,1,11989,10843,10439,10639,11179,11522,11835
20,Mountain,Nevada,West,Female,32,20,12081,12081,12081,1,12368,12169,11008,10743,11071,11651,12080
20,Mountain,Nevada,West,Female,32,21,11936,11936,11936,1,12187,14059,13654,12594,12510,13005,13632
20,Mountain,Nevada,West,Female,32,22,12464,12464,12464,1,12597,13952,15753,15372,14439,14603,15291
20,Mountain,Nevada,West,Female,32,23,12638,12638,12638,1,12867,14464,15673,17678,17403,16564,16992
20,Mountain,Nevada,West,Female,32,24,12874,12874,12874,1,12914,13654,15186,16457,18717,18396,17783
25,Mountain,Nevada,West,Female,32,25,13385,13385,13385,1,13504,13492,14127,15830,17251,19484,19274
25,Mountain,Nevada,West,Female,32,26,13253,13253,13253,1,13438,14112,14010,14744,16719,18074,20416
25,Mountain,Nevada,West,Female,32,27,13966,13966,13966,1,13929,14303,14844,14847,15758,17793,19071
25,Mountain,Nevada,West,Female,32,28,14861,14861,14861,1,14860,14426,14720,15266,15476,16429,18449
25,Mountain,Nevada,West,Female,32,29,16027,16027,16027,1,15990,15724,15201,15479,16198,16456,17352
30,Mountain,Nevada,West,Female,32,30,15856,15856,15856,1,16026,16425,16134,15534,16058,16703,16982
30,Mountain,Nevada,West,Female,32,31,14865,14865,14865,1,15166,16479,16905,16541,16169,16597,17232
30,Mountain,Nevada,West,Female,32,32,14755,14755,14755,1,14889,15897,17173,17608,17467,16922,17399
30,Mountain,Nevada,West,Female,32,33,14501,14501,14501,1,14584,15159,16152,17380,18054,17772,17231
30,Mountain,Nevada,West,Female,32,34,14855,14855,14855,1,14821,15029,15587,16525,17910,18550,18265
35,Mountain,Nevada,West,Female,32,35,15870,15870,15870,1,15754,15208,15410,15879,16965,18278,18976
35,Mountain,Nevada,West,Female,32,36,16011,16011,16011,1,16161,16263,15734,15825,16433,17444,18804
35,Mountain,Nevada,West,Female,32,37,15492,15492,15492,1,15634,16587,16689,16059,16300,16785,17883
35,Mountain,Nevada,West,Female,32,38,15665,15665,15665,1,15769,16049,17016,16991,16556,16655,17194
35,Mountain,Nevada,West,Female,32,39,15838,15838,15838,1,15917,16140,16413,17299,17430,16915,17048
40,Mountain,Nevada,West,Female,32,40,15729,15729,15729,1,15820,16261,16474,16670,17689,17769,17318
40,Mountain,Nevada,West,Female,32,41,14832,14832,14832,1,15076,16122,16560,16731,17004,18036,18131
40,Mountain,Nevada,West,Female,32,42,15282,15282,15282,1,15309,15456,16481,16940,17165,17419,18466
40,Mountain,Nevada,West,Female,32,43,14909,14909,14909,1,15233,15569,15716,16724,17286,17455,17715
40,Mountain,Nevada,West,Female,32,44,14627,14627,14627,1,14741,15584,15931,16058,17159,17668,17841
45,Mountain,Nevada,West,Female,32,45,14915,14915,14915,1,15012,15108,15971,16300,16518,17554,18104
45,Mountain,Nevada,West,Female,32,46,14244,14244,14244,1,14558,15294,15419,16247,16684,16829,17883
45,Mountain,Nevada,West,Female,32,47,13733,13733,13733,1,13846,14851,15603,15704,16653,17007,17139
45,Mountain,Nevada,West,Female,32,48,13191,13191,13191,1,13338,14059,15070,15791,16038,16878,17227
45,Mountain,Nevada,West,Female,32,49,12991,12991,12991,1,13224,13544,14262,15260,16104,16288,17079
50,Mountain,Nevada,West,Female,32,50,13496,13496,13496,1,13570,13615,13897,14615,15750,16513,16655
50,Mountain,Nevada,West,Female,32,51,12997,12997,12997,1,13239,13853,13868,14125,14979,16052,16734
50,Mountain,Nevada,West,Female,32,52,13656,13656,13656,1,13499,13532,14126,14146,14482,15281,16285
50,Mountain,Nevada,West,Female,32,53,13496,13496,13496,1,14233,13921,13905,14464,14597,14854,15595
50,Mountain,Nevada,West,Female,32,54,10675,10675,10675,1,10913,14504,14277,14190,14827,14864,15081
55,Mountain,Nevada,West,Female,32,55,11009,11009,11009,1,11091,11272,14850,14690,14630,15162,15196
55,Mountain,Nevada,West,Female,32,56,11072,11072,11072,1,11066,11527,11714,15239,15291,15034,15568
55,Mountain,Nevada,West,Female,32,57,11261,11261,11261,1,11516,11178,11629,11794,15360,15358,15080
55,Mountain,Nevada,West,Female,32,58,9768,9768,9768,1,9986,11883,11584,11991,12195,15626,15708
55,Mountain,Nevada,West,Female,32,59,9447,9447,9447,1,9587,10287,12200,11876,12338,12401,15827
60,Mountain,Nevada,West,Female,32,60,9219,9219,9219,1,9357,9803,10494,12372,12166,12446,12445
60,Mountain,Nevada,West,Female,32,61,8567,8567,8567,1,8645,9544,10001,10612,12618,12226,12429
60,Mountain,Nevada,West,Female,32,62,8433,8433,8433,1,8562,8934,9824,10238,10930,12767,12326
60,Mountain,Nevada,West,Female,32,63,7987,7987,7987,1,8094,8745,9133,9979,10467,10974,12786
60,Mountain,Nevada,West,Female,32,64,7853,7853,7853,1,7873,8210,8849,9211,10109,10464,10919
65,Mountain,Nevada,West,Female,32,65,7811,7811,7811,1,7928,7936,8290,8930,9302,10007,10339
65,Mountain,Nevada,West,Female,32,66,7067,7067,7067,1,7187,7860,7871,8232,8869,9084,9768
65,Mountain,Nevada,West,Female,32,67,7043,7043,7043,1,7058,7238,7909,7946,8281,8770,8966
65,Mountain,Nevada,West,Female,32,68,6660,6660,6660,1,6738,7074,7248,7880,7939,8133,8621
65,Mountain,Nevada,West,Female,32,69,6917,6917,6917,1,6877,6718,7077,7219,7822,7762,7964
70,Mountain,Nevada,West,Female,32,70,6815,6815,6815,1,6913,6875,6725,7074,7210,7713,7668
70,Mountain,Nevada,West,Female,32,71,6132,6132,6132,1,6182,6890,6843,6671,7005,7023,7540
70,Mountain,Nevada,West,Female,32,72,6359,6359,6359,1,6380,6180,6876,6829,6643,6854,6849
70,Mountain,Nevada,West,Female,32,73,5924,5924,5924,1,6003,6328,6113,6823,6758,6460,6667
70,Mountain,Nevada,West,Female,32,74,5882,5882,5882,1,5899,5984,6279,6067,6792,6609,6298
75,Mountain,Nevada,West,Female,32,75,5632,5632,5632,1,5672,5766,5863,6156,5942,6562,6366
75,Mountain,Nevada,West,Female,32,76,5202,5202,5202,1,5291,5560,5653,5757,5994,5704,6347
75,Mountain,Nevada,West,Female,32,77,4804,4804,4804,1,4882,5230,5478,5554,5658,5802,5520
75,Mountain,Nevada,West,Female,32,78,4591,4591,4591,1,4586,4754,5060,5331,5380,5396,5539
75,Mountain,Nevada,West,Female,32,79,4043,4043,4043,1,4125,4551,4683,4992,5254,5228,5252
80,Mountain,Nevada,West,Female,32,80,3703,3703,3703,1,3812,3992,4387,4507,4803,4975,4933
80,Mountain,Nevada,West,Female,32,81,3212,3212,3212,1,3219,3732,3862,4265,4353,4576,4739
80,Mountain,Nevada,West,Female,32,82,2942,2942,2942,1,3046,3057,3536,3659,4079,4046,4227
80,Mountain,Nevada,West,Female,32,83,2564,2564,2564,1,2585,2898,2883,3323,3476,3844,3803
80,Mountain,Nevada,West,Female,32,84,2313,2313,2313,1,2345,2488,2766,2766,3169,3278,3629
85,Mountain,Nevada,West,Female,32,85,11345,11345,11345,1,11548,12447,13246,14288,15124,16186,17250
0,Mountain,New Mexico,West,Female,35,0,12968,12968,12968,1,13122,13325,13534,13752,13792,13888,13991
0,Mountain,New Mexico,West,Female,35,1,12977,12977,12977,1,12873,13085,13379,13566,13781,13841,13941
0,Mountain,New Mexico,West,Female,35,2,12635,12635,12635,1,12627,12878,13168,13442,13629,13851,13906
0,Mountain,New Mexico,West,Female,35,3,12757,12757,12757,1,12672,12646,12983,13248,13520,13720,13937
0,Mountain,New Mexico,West,Female,35,4,13100,13100,13100,1,13022,12676,12738,13049,13311,13603,13795
5,Mountain,New Mexico,West,Female,35,5,13146,13146,13146,1,13135,13013,12754,12801,13114,13386,13681
5,Mountain,New Mexico,West,Female,35,6,13537,13537,13537,1,13466,13152,13122,12847,12890,13220,13481
5,Mountain,New Mexico,West,Female,35,7,13905,13905,13905,1,13765,13466,13241,13194,12925,12986,13313
5,Mountain,New Mexico,West,Female,35,8,14157,14157,14157,1,14103,13756,13550,13309,13268,13013,13067
5,Mountain,New Mexico,West,Female,35,9,14649,14649,14649,1,14543,14087,13846,13622,13378,13365,13107
10,Mountain,New Mexico,West,Female,35,10,14578,14578,14578,1,14704,14530,14164,13926,13691,13472,13464
10,Mountain,New Mexico,West,Female,35,11,14346,14346,14346,1,14431,14653,14593,14210,13987,13766,13546
10,Mountain,New Mexico,West,Female,35,12,14249,14249,14249,1,14240,14384,14704,14641,14251,14060,13832
10,Mountain,New Mexico,West,Female,35,13,14394,14394,14394,1,14416,14183,14431,14736,14694,14318,14141
10,Mountain,New Mexico,West,Female,35,14,14488,14488,14488,1,14449,14308,14181,14429,14736,14725,14341
15,Mountain,New Mexico,West,Female,35,15,14538,14538,14538,1,14602,14351,14320,14185,14441,14768,14772
15,Mountain,New Mexico,West,Female,35,16,14368,14368,14368,1,14335,14605,14440,14407,14282,14565,14891
15,Mountain,New Mexico,West,Female,35,17,14532,14532,14532,1,14438,14210,14567,14390,14367,14276,14563
15,Mountain,New Mexico,West,Female,35,18,13999,13999,13999,1,14026,14060,13896,14307,14072,14101,14073
15,Mountain,New Mexico,West,Female,35,19,13567,13567,13567,1,13501,13795,13803,13735,13956,13832,13917
20,Mountain,New Mexico,West,Female,35,20,13128,13128,13128,1,13283,14015,14193,14219,14036,14314,14213
20,Mountain,New Mexico,West,Female,35,21,12163,12163,12163,1,12264,12787,13625,13777,13737,13560,13830
20,Mountain,New Mexico,West,Female,35,22,11871,11871,11871,1,11852,13034,13402,14432,14507,14363,14245
20,Mountain,New Mexico,West,Female,35,23,11406,11406,11406,1,11508,12056,13368,13507,14735,14651,14514
20,Mountain,New Mexico,West,Female,35,24,11377,11377,11377,1,11349,11237,11948,13278,13245,14616,14415
25,Mountain,New Mexico,West,Female,35,25,11269,11269,11269,1,11278,11425,11382,12158,13479,13280,14811
25,Mountain,New Mexico,West,Female,35,26,11030,11030,11030,1,11086,11286,11640,11516,12389,13637,13281
25,Mountain,New Mexico,West,Female,35,27,11359,11359,11359,1,11245,11014,11407,11722,11605,12481,13649
25,Mountain,New Mexico,West,Female,35,28,11827,11827,11827,1,11765,11320,11269,11622,11991,11792,12725
25,Mountain,New Mexico,West,Female,35,29,12249,12249,12249,1,12150,11936,11651,11556,11955,12325,12064
30,Mountain,New Mexico,West,Female,35,30,12380,12380,12380,1,12389,11918,11932,11597,11532,11949,12319
30,Mountain,New Mexico,West,Female,35,31,11650,11650,11650,1,11770,12478,12181,12180,11869,11810,12200
30,Mountain,New Mexico,West,Female,35,32,11496,11496,11496,1,11485,11302,12211,11862,11916,11588,11505
30,Mountain,New Mexico,West,Female,35,33,11713,11713,11713,1,11676,11669,11622,12525,12174,12249,11904
30,Mountain,New Mexico,West,Female,35,34,12325,12325,12325,1,12209,11480,11607,11552,12440,12095,12188
35,Mountain,New Mexico,West,Female,35,35,13718,13718,13718,1,13535,12411,11791,11957,11874,12785,12453
35,Mountain,New Mexico,West,Female,35,36,13664,13664,13664,1,13702,13607,12605,11987,12143,12057,12984
35,Mountain,New Mexico,West,Female,35,37,14361,14361,14361,1,14331,13702,13787,12754,12140,12333,12229
35,Mountain,New Mexico,West,Female,35,38,14357,14357,14357,1,14363,13769,13315,13403,12371,11782,11979
35,Mountain,New Mexico,West,Female,35,39,14874,14874,14874,1,14789,14503,14067,13599,13732,12701,12126
40,Mountain,New Mexico,West,Female,35,40,14996,14996,14996,1,14999,14324,14202,13739,13313,13480,12454
40,Mountain,New Mexico,West,Female,35,41,14185,14185,14185,1,14350,15125,14562,14425,13979,13575,13780
40,Mountain,New Mexico,West,Female,35,42,14637,14637,14637,1,14489,14286,15181,14590,14502,14065,13675
40,Mountain,New Mexico,West,Female,35,43,14346,14346,14346,1,14512,14377,14282,15181,14603,14540,14110
40,Mountain,New Mexico,West,Female,35,44,13979,13979,13979,1,13963,14481,14447,14321,15255,14667,14637
45,Mountain,New Mexico,West,Female,35,45,14201,14201,14201,1,14175,13670,14330,14248,14153,15091,14542
45,Mountain,New Mexico,West,Female,35,46,13557,13557,13557,1,13713,14023,13624,14283,14208,14112,15119
45,Mountain,New Mexico,West,Female,35,47,13570,13570,13570,1,13585,13684,14101,13684,14351,14269,14253
45,Mountain,New Mexico,West,Female,35,48,13294,13294,13294,1,13308,13596,13783,14206,13788,14469,14450
45,Mountain,New Mexico,West,Female,35,49,12689,12689,12689,1,12746,13089,13441,13657,14054,13664,14408
50,Mountain,New Mexico,West,Female,35,50,12716,12716,12716,1,12695,12523,12937,13303,13521,13935,13603
50,Mountain,New Mexico,West,Female,35,51,12194,12194,12194,1,12309,12584,12487,12909,13276,13487,13953
50,Mountain,New Mexico,West,Female,35,52,12243,12243,12243,1,12046,12513,12822,12732,13176,13510,13779
50,Mountain,New Mexico,West,Female,35,53,12085,12085,12085,1,12566,11836,12393,12656,12594,13041,13429
50,Mountain,New Mexico,West,Female,35,54,9347,9347,9347,1,9427,12356,11717,12236,12494,12463,12961
55,Mountain,New Mexico,West,Female,35,55,9655,9655,9655,1,9649,9364,12389,11730,12242,12536,12567
55,Mountain,New Mexico,West,Female,35,56,9524,9524,9524,1,9454,9522,9318,12328,11694,12247,12572
55,Mountain,New Mexico,West,Female,35,57,9336,9336,9336,1,9441,9355,9489,9275,12280,11709,12308
55,Mountain,New Mexico,West,Female,35,58,8636,8636,8636,1,8739,9388,9388,9494,9297,12306,11819
55,Mountain,New Mexico,West,Female,35,59,8040,8040,8040,1,8049,8628,9336,9315,9433,9253,12302
60,Mountain,New Mexico,West,Female,35,60,7971,7971,7971,1,8006,8002,8646,9338,9325,9453,9324
60,Mountain,New Mexico,West,Female,35,61,7722,7722,7722,1,7733,7904,7921,8603,9254,9295,9467
60,Mountain,New Mexico,West,Female,35,62,7495,7495,7495,1,7540,7712,7900,7946,8584,9278,9405
60,Mountain,New Mexico,West,Female,35,63,7248,7248,7248,1,7274,7438,7642,7843,7870,8540,9288
60,Mountain,New Mexico,West,Female,35,64,6930,6930,6930,1,6889,7216,7382,7586,7784,7833,8575
65,Mountain,New Mexico,West,Female,35,65,7078,7078,7078,1,7141,6839,7174,7333,7540,7795,7871
65,Mountain,New Mexico,West,Female,35,66,6415,6415,6415,1,6471,7037,6764,7082,7248,7497,7767
65,Mountain,New Mexico,West,Female,35,67,6539,6539,6539,1,6483,6391,6963,6685,7022,7230,7488
65,Mountain,New Mexico,West,Female,35,68,6648,6648,6648,1,6682,6361,6305,6875,6609,6984,7186
65,Mountain,New Mexico,West,Female,35,69,6421,6421,6421,1,6329,6597,6290,6249,6817,6584,6962
70,Mountain,New Mexico,West,Female,35,70,6285,6285,6285,1,6329,6195,6460,6139,6125,6729,6510
70,Mountain,New Mexico,West,Female,35,71,5871,5871,5871,1,5875,6207,6085,6353,6037,6047,6625
70,Mountain,New Mexico,West,Female,35,72,5981,5981,5981,1,5970,5750,6091,5964,6247,5955,5972
70,Mountain,New Mexico,West,Female,35,73,5716,5716,5716,1,5736,5852,5631,5977,5873,6183,5901
70,Mountain,New Mexico,West,Female,35,74,5567,5567,5567,1,5554,5586,5710,5505,5851,5774,6086
75,Mountain,New Mexico,West,Female,35,75,5561,5561,5561,1,5561,5399,5403,5538,5349,5740,5671
75,Mountain,New Mexico,West,Female,35,76,5184,5184,5184,1,5243,5394,5269,5262,5397,5271,5697
75,Mountain,New Mexico,West,Female,35,77,4715,4715,4715,1,4758,5062,5227,5102,5083,5251,5132
75,Mountain,New Mexico,West,Female,35,78,4881,4881,4881,1,4848,4567,4871,5049,4912,4921,5097
75,Mountain,New Mexico,West,Female,35,79,4360,4360,4360,1,4409,4673,4424,4709,4895,4799,4809
80,Mountain,New Mexico,West,Female,35,80,3855,3855,3855,1,3939,4156,4429,4190,4442,4665,4569
80,Mountain,New Mexico,West,Female,35,81,3425,3425,3425,1,3420,3817,3990,4290,4057,4336,4567
80,Mountain,New Mexico,West,Female,35,82,3176,3176,3176,1,3251,3204,3602,3770,4050,3845,4149
80,Mountain,New Mexico,West,Female,35,83,2941,2941,2941,1,2950,3099,3040,3462,3626,3908,3675
80,Mountain,New Mexico,West,Female,35,84,2718,2718,2718,1,2734,2691,2854,2806,3211,3403,3680
85,Mountain,New Mexico,West,Female,35,85,15689,15689,15689,1,15903,16434,16917,17552,17999,19025,20204
0,Mountain,Utah,West,Female,49,0,21617,21617,21617,1,21895,23095,23157,23875,24969,24824,23793
0,Mountain,Utah,West,Female,49,1,21169,21169,21169,1,21100,21764,22834,22827,23923,24996,24797
0,Mountain,Utah,West,Female,49,2,19974,19974,19974,1,20085,21070,21594,22605,22954,24048,25067
0,Mountain,Utah,West,Female,49,3,19693,19693,19693,1,19690,20098,20961,21405,22770,23095,24135
0,Mountain,Utah,West,Female,49,4,19262,19262,19262,1,19225,19702,19984,20788,21559,22923,23198
5,Mountain,Utah,West,Female,49,5,18798,18798,18799,1,18875,19290,19645,19860,20990,21750,23075
5,Mountain,Utah,West,Female,49,6,18341,18341,18341,1,18331,18963,19252,19540,20069,21202,21912
5,Mountain,Utah,West,Female,49,7,18627,18627,18627,1,18555,18374,18910,19129,19726,20249,21348
5,Mountain,Utah,West,Female,49,8,18708,18708,18708,1,18675,18650,18358,18848,19367,19968,20452
5,Mountain,Utah,West,Female,49,9,18956,18956,18956,1,18862,18749,18620,18270,19074,19592,20161
10,Mountain,Utah,West,Female,49,10,18937,18937,18937,1,19140,18951,18737,18553,18505,19331,19811
